Table S1. The Gyeongju Hi-density Broadband Seismic Network (GHBSN) catalog,,,,,
EventID,Origin Time (UTC),Latitude (N),Longitude (E),Depth (km),Magnitude (ML)
3934,2021-06-11T07:56:24.418,35.7821,129.391,12.7,0.1
3935,2021-06-11T08:52:48.978,35.9717,128.8087,18.9,0.5
3936,2021-06-11T15:18:48.929,35.7559,129.1819,13.2,-0.4
3937,2021-06-11T20:07:18.284,35.8781,129.7299,15.9,0.6
3938,2021-06-12T04:19:13.088,36.0511,129.4888,16,1
3939,2021-06-12T05:21:13.568,35.898,129.3901,11.2,0.3
3940,2021-06-13T13:38:07.457,35.7655,129.1911,12.9,1.8
3941,2021-06-13T14:25:35.833,35.7636,129.202,14.9,-0.3
3942,2021-06-13T16:00:51.777,35.7609,129.1976,14.5,-0.2
3943,2021-06-13T17:22:16.220,35.8665,128.5913,22.1,0.2
3944,2021-06-14T03:39:17.314,35.7225,129.3672,10.9,0.1
3945,2021-06-14T10:35:56.986,36.2942,128.5076,14,1.4
3946,2021-06-14T12:13:44.060,36.0497,129.4929,16.6,0.4
3947,2021-06-14T13:31:06.851,36.0498,129.4852,15.5,1.1
3948,2021-06-14T13:42:17.283,35.8039,129.799,15.4,2.5
3949,2021-06-14T14:00:04.800,35.7153,129.3464,8.7,-0.2
3950,2021-06-14T14:01:43.878,35.7147,129.351,10.1,0.4
3951,2021-06-14T15:24:10.458,35.767,129.1959,13.7,0.1
3952,2021-06-14T15:40:35.470,35.7144,129.3518,10.5,0.1
3953,2021-06-14T15:48:06.951,35.7553,129.1878,13.7,-0.5
3954,2021-06-15T10:03:09.568,35.7413,129.3735,11.9,0.8
3955,2021-06-15T11:26:23.498,35.7975,129.3229,10.3,0.1
3956,2021-06-15T19:32:02.349,35.778,129.2014,15.9,-0.1
3957,2021-06-16T03:31:53.863,35.7599,129.1882,14.8,0.9
3958,2021-06-16T16:46:33.624,35.7313,129.3669,11.9,0
3959,2021-06-17T10:28:55.604,35.7684,129.1881,14.1,0
3960,2021-06-17T17:12:30.248,35.815,129.4163,14.8,-0.2
3961,2021-06-17T23:39:10.922,35.8133,129.4122,14,0.7
3962,2021-06-19T00:21:16.328,35.8773,128.5223,13.1,1.5
3963,2021-06-19T15:07:57.303,35.769,129.1985,13.3,-0.5
3964,2021-06-19T21:18:46.905,35.9065,129.7132,17.3,0.8
3965,2021-06-20T00:37:06.697,35.7775,129.1873,12.5,0.4
3966,2021-06-20T03:35:12.560,36.129,128.4683,15.2,1.4
3967,2021-06-20T10:13:40.771,35.7968,129.3212,10.4,1
3968,2021-06-20T11:18:20.753,35.7694,129.1941,14.2,-0.2
3969,2021-06-20T20:25:53.058,35.8692,129.0884,9,-0.5
3970,2021-06-20T21:42:53.806,35.7484,129.6438,16.6,0.5
3971,2021-06-21T15:55:25.907,35.7712,129.1882,12.6,-0.4
3972,2021-06-23T05:58:02.577,35.8564,129.6945,16,0.8
3973,2021-06-23T11:21:36.504,35.7406,129.4191,12.9,-0.1
3974,2021-06-23T11:23:20.936,35.743,129.4159,13.4,1.6
3975,2021-06-23T11:25:21.685,35.741,129.4194,13.5,0.4
3976,2021-06-23T18:23:38.942,35.766,129.1947,12.9,-0.3
3977,2021-06-24T01:20:28.213,35.743,129.46,8.7,0.2
3978,2021-06-24T06:54:28.685,36.1462,128.8859,15.4,0.8
3979,2021-06-24T07:27:34.533,35.7745,129.1997,13.3,0.1
3980,2021-06-24T12:31:02.346,35.784,129.2082,14.3,0.2
3981,2021-06-24T14:29:44.271,35.7893,129.3291,21.7,0
3982,2021-06-24T17:18:26.049,35.7295,129.3544,12.3,-0.2
3983,2021-06-25T01:09:46.309,35.8358,129.4028,11.1,1.6
3984,2021-06-25T01:29:45.943,35.8395,129.4087,11,0.2
3985,2021-06-25T02:22:53.782,35.8355,129.4062,11.2,1
3986,2021-06-25T04:27:00.913,35.7601,129.1881,15.6,0
3987,2021-06-25T19:19:22.249,35.6373,129.415,3.5,0.6
3988,2021-06-25T19:30:53.871,35.6371,129.414,3.7,0.8
3989,2021-06-28T05:20:26.229,35.7585,129.1972,14.1,-0.1
3990,2021-06-28T09:01:49.569,35.5559,129.4983,13,0.4
3991,2021-06-28T13:22:35.220,35.7579,129.0331,9.4,-0.3
3992,2021-06-28T15:22:45.231,35.7706,129.1951,14.4,-0.4
3993,2021-06-28T15:26:44.556,35.7332,129.4305,15.6,-0.1
3994,2021-06-28T15:28:19.097,35.7467,129.4322,15.9,-0.2
3995,2021-06-28T15:32:40.389,35.7407,129.4258,14.1,-0.2
3996,2021-06-29T05:10:43.738,36.0428,128.8646,3.5,0.4
3997,2021-06-29T07:00:20.318,35.7681,129.1982,14.3,0
3998,2021-06-30T06:21:36.779,35.7754,129.2015,13,-0.1
3999,2021-06-30T10:27:20.735,35.8366,129.4023,9.8,-0.1
4000,2021-06-30T15:28:14.959,35.7704,129.1977,13.6,-0.1
4001,2021-07-01T01:05:34.913,35.8216,129.0701,4.5,0.7
4002,2021-07-01T08:23:35.570,35.8353,129.4049,11,0.9
4003,2021-07-01T08:25:21.402,35.8378,129.4011,10.3,0.2
4004,2021-07-01T09:44:32.993,35.645,129.7892,11.8,2.1
4005,2021-07-01T18:14:15.976,35.7584,129.1875,13,-0.3
4006,2021-07-01T19:09:29.349,35.5085,128.9922,15.2,0.8
4007,2021-07-02T11:22:50.206,35.7676,129.1769,12.5,-0.1
4008,2021-07-02T12:38:12.289,35.7351,129.3797,11.8,0.6
4009,2021-07-02T19:36:09.633,35.6698,129.4815,8.8,0
4010,2021-07-02T19:51:45.186,36.011,129.2043,11.9,-0.2
4011,2021-07-03T00:20:02.834,36.1955,128.7944,12.7,1.2
4012,2021-07-03T04:25:08.066,35.6768,129.0005,12.7,-0.2
4013,2021-07-03T08:33:05.389,35.6703,129.4761,8.4,0.1
4014,2021-07-03T08:39:30.394,35.7745,129.4115,12.6,0.3
4015,2021-07-03T12:38:36.688,35.7556,129.1326,10.9,-0.4
4016,2021-07-04T07:44:08.346,36.1634,128.8229,16,0.4
4017,2021-07-04T09:58:03.264,35.674,129.4948,10.1,0.3
4018,2021-07-04T12:57:10.678,35.7446,129.2995,7.7,-0.4
4019,2021-07-05T23:11:05.389,35.6031,129.5564,14.5,0.7
4020,2021-07-06T04:47:31.421,35.7959,129.3214,9.7,0.2
4021,2021-07-06T09:04:15.517,35.7492,129.4659,10.5,0.2
4022,2021-07-06T14:18:18.456,35.758,129.1925,14.2,0.1
4023,2021-07-06T17:14:18.149,35.7633,129.1995,10.3,-0.4
4024,2021-07-06T18:12:01.377,35.9494,129.1913,4.3,0.3
4025,2021-07-07T10:07:24.079,35.7582,129.189,12.6,0.1
4026,2021-07-07T16:09:11.563,35.8508,129.2683,7,0.2
4027,2021-07-08T14:39:31.456,36.0287,128.8571,13.1,0
4028,2021-07-09T03:31:34.786,35.7724,129.1994,13.8,-0.1
4029,2021-07-09T18:52:53.285,35.6955,129.3757,11.8,0.7
4030,2021-07-09T19:08:28.743,35.8508,129.2713,6.9,0
4031,2021-07-09T22:53:10.131,35.7848,129.3555,15.5,0.1
4032,2021-07-10T17:52:06.882,35.935,129.7251,17.4,0.8
4033,2021-07-10T19:23:16.465,35.8372,129.4101,9.3,-0.4
4034,2021-07-11T03:07:20.374,35.6713,129.4749,8.3,0.2
4035,2021-07-11T10:29:21.329,35.7614,129.2016,15,-0.1
4036,2021-07-11T11:36:18.894,35.8363,129.4038,10,-0.1
4037,2021-07-11T17:53:14.483,35.7458,129.2085,5.3,-0.7
4038,2021-07-11T23:21:32.289,35.5393,128.9245,16.9,0.5
4039,2021-07-12T04:22:21.960,35.8014,129.7948,14.1,1.4
4040,2021-07-12T12:02:38.131,35.7336,128.9878,12.2,-0.1
4041,2021-07-12T15:24:54.674,35.6687,129.5195,12,0.1
4042,2021-07-13T06:49:51.480,35.7933,129.3951,13.1,0.3
4043,2021-07-13T15:24:49.363,36.0401,129.1652,5.4,-0.4
4044,2021-07-13T16:38:13.435,35.7556,129.1974,15.1,-0.2
4045,2021-07-13T17:52:40.690,35.7152,129.1513,19.2,0.1
4046,2021-07-13T20:06:18.555,35.7562,129.1954,14.5,-0.2
4047,2021-07-14T01:19:12.302,35.4953,128.8423,13.2,0.4
4048,2021-07-14T04:09:23.233,35.6694,129.5108,11,0.4
4049,2021-07-14T23:37:18.076,35.7843,129.356,15.3,0.2
4050,2021-07-15T05:36:18.130,36.034,128.8658,3.5,0.6
4051,2021-07-15T13:26:40.276,35.7623,129.1866,13.8,-0.2
4052,2021-07-15T15:47:15.464,35.5085,128.8573,12.9,-0.2
4053,2021-07-15T16:05:40.428,35.7323,129.3583,9.7,-0.5
4054,2021-07-15T18:13:47.653,35.947,129.9088,15.1,0.6
4055,2021-07-15T21:36:16.815,35.7584,129.1801,13.1,0.6
4056,2021-07-15T22:30:37.436,35.8972,129.6749,15.5,0.8
4057,2021-07-16T01:17:42.478,35.7735,129.202,15.4,0.1
4058,2021-07-16T10:13:31.462,35.8344,129.101,8.3,0.2
4059,2021-07-16T11:43:26.936,35.5064,128.854,13.4,0.2
4060,2021-07-16T14:08:26.164,35.7745,129.1967,13.1,-0.2
4061,2021-07-16T21:20:56.728,35.7136,129.3573,10.5,0
4062,2021-07-16T21:22:13.223,35.7133,129.3559,9.8,0
4063,2021-07-16T21:23:24.761,35.7136,129.3572,10.5,0
4064,2021-07-17T13:57:53.314,35.7207,129.3562,10.8,-0.3
4065,2021-07-18T01:44:48.703,35.7127,129.3591,11.2,0
4066,2021-07-18T10:02:45.033,35.7131,129.3458,8.3,-0.1
4067,2021-07-18T20:10:51.960,35.5998,129.506,11.3,0.1
4068,2021-07-19T23:49:28.651,35.7812,129.3554,14.8,0.2
4069,2021-07-20T03:21:51.113,35.7661,129.196,12.7,-0.1
4070,2021-07-20T03:58:00.785,35.7053,129.3568,11,0.1
4071,2021-07-20T04:14:05.007,35.7106,129.3413,8,-0.1
4072,2021-07-20T04:21:48.335,35.7117,129.3453,8.5,0.6
4073,2021-07-20T10:48:57.237,35.6851,129.5159,19.3,0.4
4074,2021-07-20T12:23:29.372,35.7129,129.3453,8.6,0.1
4075,2021-07-20T15:57:57.837,35.7123,129.3469,8.7,0.1
4076,2021-07-20T18:35:32.376,35.6117,129.1649,16.6,-0.1
4077,2021-07-20T18:43:00.021,35.7108,129.3495,8.2,-0.4
4078,2021-07-21T08:07:03.861,35.7148,129.4028,13.6,0.1
4079,2021-07-21T12:42:46.482,35.8917,129.7402,16.6,0.7
4080,2021-07-21T15:44:19.785,35.7699,129.1794,12.4,0.1
4081,2021-07-21T16:13:20.298,35.9133,129.7132,12.6,0.2
4082,2021-07-22T14:06:07.440,35.7715,129.1893,12.7,-0.2
4083,2021-07-22T20:37:27.232,35.7855,129.2,13.7,0.4
4084,2021-07-23T12:57:26.330,35.7431,129.3823,14.4,0
4085,2021-07-24T01:14:25.956,35.7594,129.392,13.8,0.1
4086,2021-07-24T05:38:28.128,35.7634,129.1993,13.2,-0.1
4087,2021-07-24T13:08:20.848,35.7821,129.3574,15.1,0.1
4088,2021-07-24T13:09:38.066,35.7712,129.3303,13,-0.1
4089,2021-07-24T18:18:05.915,35.696,129.3752,10.9,0.3
4090,2021-07-24T18:56:58.489,35.7669,129.2003,14,-0.3
4091,2021-07-25T03:27:04.280,35.7863,129.1985,13.5,-0.4
4092,2021-07-25T07:26:45.914,35.5421,128.8853,13.8,0.3
4093,2021-07-25T14:37:31.999,35.7516,129.1845,12.9,-0.3
4094,2021-07-25T23:35:50.127,35.7453,129.19,15.5,0.2
4095,2021-07-26T04:23:22.494,35.6689,129.476,8.3,0.6
4096,2021-07-26T11:49:07.317,35.9123,129.7011,17.3,0.7
4097,2021-07-27T20:47:14.703,35.8698,129.7269,18.9,0.6
4098,2021-07-28T01:09:08.923,36.129,129.3705,9.7,1.1
4099,2021-07-28T03:34:01.632,35.7549,129.3448,4.5,1.1
4100,2021-07-29T00:47:48.697,35.752,129.3987,12.6,0
4101,2021-07-29T01:32:37.430,35.8356,129.7592,17.6,0.7
4102,2021-07-29T06:12:57.808,35.4898,129.4526,11.9,0.9
4103,2021-07-30T17:47:14.639,35.9419,129.096,5.8,-0.1
4104,2021-07-30T20:17:10.241,35.6483,128.3646,13.5,2.7
4105,2021-07-31T00:51:50.462,35.7613,129.1896,15,0.4
4106,2021-07-31T04:39:37.134,35.789,129.1872,12.7,0.2
4107,2021-07-31T09:28:56.411,35.9554,129.5927,11.6,0.1
4108,2021-07-31T14:46:49.722,35.813,129.3872,10.3,-0.2
4109,2021-07-31T18:45:35.574,35.7521,129.4176,14,-0.2
4110,2021-08-01T01:41:23.212,35.7699,129.204,14.2,-0.1
4111,2021-08-01T05:19:26.825,35.6528,129.5433,12.6,2.4
4112,2021-08-01T14:12:48.591,35.9406,128.8778,10.8,0.6
4113,2021-08-01T14:27:13.530,35.9378,128.891,9.4,-0.6
4114,2021-08-01T17:44:52.556,35.6513,129.5396,11.3,1
4115,2021-08-01T19:19:36.982,35.8727,129.1187,11.3,-0.5
4116,2021-08-01T22:21:23.412,35.8152,129.4538,15,-0.1
4117,2021-08-03T16:34:45.384,35.7803,129.2013,13,-0.5
4118,2021-08-04T01:21:54.312,35.7812,129.6066,12.1,0.5
4119,2021-08-04T09:43:22.851,35.7795,129.2038,13.5,0.7
4120,2021-08-04T13:39:05.091,36.112,129.347,14.7,0.2
4121,2021-08-05T04:26:14.718,35.7116,129.3619,11.3,0
4122,2021-08-05T14:43:32.026,35.6165,128.7093,17.5,0
4123,2021-08-05T17:31:00.254,35.7854,129.2108,14.3,-0.1
4124,2021-08-05T17:46:12.581,35.952,129.4649,12.6,0.3
4125,2021-08-05T20:22:16.817,35.7704,129.1737,14,1.6
4126,2021-08-05T21:25:10.064,35.9174,129.1343,6.3,0.3
4127,2021-08-05T23:14:34.695,35.9202,129.1377,6.3,-0.3
4128,2021-08-06T10:05:06.204,35.7839,129.3064,9.6,-0.3
4129,2021-08-06T10:08:12.170,35.7862,129.3041,9.2,-0.3
4130,2021-08-07T07:04:12.774,35.6968,129.3737,11.2,0.5
4131,2021-08-07T15:43:11.570,35.8013,129.8238,14.1,1.3
4132,2021-08-07T20:18:07.128,35.7536,129.204,21.6,-0.1
4133,2021-08-09T00:49:07.680,35.7178,129.3513,9,0.3
4134,2021-08-09T04:51:47.129,35.7183,129.3514,10,0.6
4135,2021-08-09T10:07:05.309,35.9007,129.396,12.8,0
4136,2021-08-10T19:30:01.716,35.7627,129.1961,14.1,0.1
4137,2021-08-10T20:23:30.400,35.7988,129.3839,12.8,0
4138,2021-08-10T20:48:17.330,36.1064,128.6651,17.4,1.4
4139,2021-08-11T04:22:33.621,35.7664,129.1939,15.4,-0.1
4140,2021-08-11T19:29:33.631,35.8091,129.1746,12.5,-0.3
4141,2021-08-11T21:34:08.797,35.7253,129.3745,11.3,-0.1
4142,2021-08-12T16:15:26.174,35.7291,129.3617,10.5,1
4143,2021-08-14T15:32:22.639,35.7847,129.1927,15,-0.5
4144,2021-08-14T19:25:32.574,35.8159,129.4443,14.5,0.1
4145,2021-08-14T19:40:18.327,35.9403,128.879,10.7,0.3
4146,2021-08-14T22:10:23.405,35.7775,129.1927,12.3,-0.2
4147,2021-08-15T04:33:34.400,35.7637,129.1768,15.5,-0.1
4148,2021-08-15T07:00:50.759,35.8817,129.9248,17.5,1.4
4149,2021-08-15T09:48:32.324,36.135,129.3613,8.9,0.7
4150,2021-08-15T14:19:23.233,35.6888,128.7098,18.3,0.1
4151,2021-08-16T07:57:51.826,35.7193,129.0217,10.5,-0.2
4152,2021-08-16T12:48:28.258,35.6143,129.1585,15.3,-0.2
4153,2021-08-16T17:35:01.049,35.8146,129.4442,15.3,0.1
4154,2021-08-17T02:21:16.700,35.7422,129.4086,14.5,0.3
4155,2021-08-17T15:54:50.327,35.7184,129.3513,10,0.6
4156,2021-08-17T20:28:06.213,35.7603,129.1874,15,0.4
4157,2021-08-17T21:57:53.588,36.1174,129.4465,12.2,1
4158,2021-08-17T22:36:20.997,35.7703,129.1882,9.8,-0.2
4159,2021-08-18T02:57:38.551,35.8416,129.0831,11.2,-0.1
4160,2021-08-18T18:46:54.327,35.8105,129.446,15.3,0
4161,2021-08-18T18:49:00.866,35.8117,129.4423,14.8,0.2
4162,2021-08-18T19:39:06.897,35.8102,129.4363,14.2,1.2
4163,2021-08-18T19:39:36.231,35.8117,129.4385,14.7,0.5
4164,2021-08-19T00:07:05.384,35.813,129.4489,16,0.2
4165,2021-08-19T01:13:24.877,35.8166,129.4439,15.3,0
4166,2021-08-19T03:59:15.992,35.8098,129.436,14.2,1.6
4167,2021-08-19T09:49:35.795,35.8175,129.4569,18.3,0.1
4168,2021-08-19T12:45:14.486,35.7399,129.3134,12.2,-0.2
4169,2021-08-19T17:10:17.624,35.8115,129.4434,14.9,0.3
4170,2021-08-20T19:50:03.332,35.8115,129.4414,14.8,0.5
4171,2021-08-21T00:09:48.896,35.8122,129.444,15.2,0.7
4172,2021-08-21T12:02:55.267,36.1051,129.1924,13.9,0.8
4173,2021-08-21T12:43:16.986,35.7066,129.3502,9.8,-0.1
4174,2021-08-21T13:08:14.648,35.7837,129.3559,14.8,0.5
4175,2021-08-21T18:52:10.710,35.7661,129.1993,14.2,0.3
4176,2021-08-22T03:34:53.664,35.7761,129.3733,14.2,0.7
4177,2021-08-22T13:43:59.832,35.6987,129.3288,8.5,-0.3
4178,2021-08-22T20:44:57.438,35.8096,129.4376,14.2,0.9
4179,2021-08-22T20:51:38.411,35.8085,129.4386,14.7,0.1
4180,2021-08-23T01:42:39.924,35.7635,129.1935,13.4,-0.1
4181,2021-08-23T02:07:05.651,35.7713,129.2043,14.7,0.3
4182,2021-08-23T06:34:26.948,35.7986,129.3371,13.8,0
4183,2021-08-23T10:11:17.722,35.7003,129.4203,7.6,0
4184,2021-08-23T12:04:44.952,35.7247,129.3653,8.7,-0.2
4185,2021-08-24T01:32:42.895,35.7062,129.4344,17.3,0.6
4186,2021-08-24T22:38:41.300,35.7951,129.322,9.8,0
4187,2021-08-25T03:17:10.501,35.7846,129.3563,15.1,0.9
4188,2021-08-25T04:10:01.975,35.7824,129.3554,15.5,-0.1
4189,2021-08-25T10:53:46.304,35.7181,129.404,6.4,0.2
4190,2021-08-25T11:35:41.315,35.7193,129.4035,6.5,0.1
4191,2021-08-25T12:32:09.972,35.7197,129.4054,6.3,-0.1
4192,2021-08-25T13:35:21.785,35.8775,129.7395,19.4,2
4193,2021-08-25T13:36:04.528,35.8726,129.7394,17.8,0.7
4194,2021-08-25T15:02:28.232,35.8762,129.7622,19.5,0.6
4195,2021-08-26T02:56:00.089,35.7834,129.3568,15.1,0.7
4196,2021-08-26T02:56:10.823,35.7841,129.3567,15.1,0.7
4197,2021-08-26T05:09:18.130,35.8785,129.7476,19,1
4198,2021-08-26T09:20:43.469,35.8749,129.749,18.7,1.1
4199,2021-08-26T13:54:15.794,35.8193,129.4454,16,0.1
4200,2021-08-26T14:29:26.204,35.8116,129.4488,15.3,0
4201,2021-08-26T14:55:16.171,35.8107,129.4361,14.3,1.2
4202,2021-08-26T16:41:21.386,35.8109,129.4477,15.2,-0.2
4203,2021-08-26T16:48:35.626,35.7831,129.3636,16.3,0
4204,2021-08-26T17:16:39.800,35.8102,129.4369,14.1,0.4
4205,2021-08-26T19:19:53.218,35.7615,129.1959,14.9,-0.1
4206,2021-08-27T00:18:09.277,35.8769,129.7422,19.1,1
4207,2021-08-27T01:38:02.554,35.812,129.449,15.6,0.2
4208,2021-08-27T10:52:17.849,35.6398,129.4877,5.2,0.1
4209,2021-08-27T15:55:24.546,35.7119,129.3479,8.3,-0.2
4210,2021-08-28T12:11:38.308,35.9382,129.1075,5.1,-0.6
4211,2021-08-28T15:04:22.137,35.7852,129.3794,15.1,-0.3
4212,2021-08-28T19:29:11.412,35.7196,129.4009,7.1,0.8
4213,2021-08-29T01:26:41.960,35.7148,129.4055,6.3,-0.1
4214,2021-08-29T01:27:20.986,35.6923,129.4297,12.3,0.2
4215,2021-08-29T02:35:09.007,35.8107,129.4429,15,0.1
4216,2021-08-29T06:12:34.637,35.7841,129.3521,15.1,-0.1
4217,2021-08-29T12:49:33.540,35.721,129.402,5.9,-0.3
4218,2021-08-29T14:16:13.247,35.7812,129.3572,15.1,-0.1
4219,2021-08-29T17:22:09.766,35.8941,129.1729,13,-0.4
4220,2021-08-29T17:29:35.091,35.7797,129.3543,13.6,-0.3
4221,2021-08-29T18:52:42.367,35.8585,129.1654,15.4,-0.3
4222,2021-08-30T03:36:48.883,35.7731,129.1981,13.4,-0.1
4223,2021-08-30T08:55:48.130,35.8884,129.1672,13,-0.1
4224,2021-08-30T13:01:25.758,36.0586,129.1793,12.8,-0.1
4225,2021-08-30T13:28:58.366,36.0193,129.4836,15.5,0.1
4226,2021-08-30T14:32:27.183,36.0098,129.4946,14,0.5
4227,2021-08-30T17:34:30.000,35.6589,129.4655,15.8,1.2
4228,2021-08-30T17:38:34.646,35.6593,129.4809,17.7,-0.2
4229,2021-08-30T17:44:02.279,35.6593,129.4654,15.7,1
4230,2021-08-31T00:47:34.423,35.7841,129.3562,15,0.5
4231,2021-08-31T03:14:05.305,35.779,129.3739,12.4,0.1
4232,2021-08-31T07:55:10.658,35.7094,129.4068,6,0
4233,2021-08-31T18:46:38.444,35.7765,129.1721,12.7,0.2
4234,2021-08-31T21:18:31.835,35.7619,129.1912,12.3,0.2
4235,2021-09-01T12:52:12.641,35.7598,129.184,12.6,0
4236,2021-09-01T13:24:09.576,35.7449,129.3269,13.7,0.1
4237,2021-09-01T16:04:15.064,35.7446,129.2923,8.7,1.4
4238,2021-09-01T16:05:05.537,35.7439,129.2926,8.3,0.1
4239,2021-09-01T16:10:22.668,35.7476,129.3091,10.4,-0.1
4240,2021-09-01T17:09:36.929,35.7446,129.2925,8.5,0
4241,2021-09-01T18:30:13.253,35.7464,129.2941,8.8,-0.1
4242,2021-09-01T22:11:23.433,35.7498,129.2774,11.8,0
4243,2021-09-01T22:42:00.533,35.7476,129.3,9.5,0
4244,2021-09-01T23:19:32.053,35.9058,129.1586,13.7,-0.1
4245,2021-09-02T00:24:23.208,35.7469,129.2961,9,0.1
4246,2021-09-02T03:32:21.316,35.7453,129.2924,8.4,0.4
4247,2021-09-02T04:07:57.535,35.8775,128.6403,9.9,1.1
4248,2021-09-02T04:13:41.856,35.7444,129.2927,8.6,1.4
4249,2021-09-02T04:37:52.156,35.7447,129.2935,8.7,0.4
4250,2021-09-02T06:18:34.708,35.7465,129.2907,8.1,0.2
4251,2021-09-02T08:39:14.414,35.7627,129.1968,13.2,-0.1
4252,2021-09-02T14:25:14.323,35.7455,129.2925,8.4,0.2
4253,2021-09-02T16:12:03.071,35.7455,129.2966,8.6,-0.1
4254,2021-09-02T16:58:40.188,35.745,129.2936,8.4,-0.2
4255,2021-09-02T17:39:10.105,35.6673,129.5323,14,0.1
4256,2021-09-02T18:12:29.087,35.7448,129.2924,8.5,0.6
4257,2021-09-02T20:34:57.779,35.7692,129.1838,12.4,0.9
4258,2021-09-02T21:03:26.895,35.6308,128.963,11.9,1.1
4259,2021-09-03T12:59:57.147,35.9392,128.8854,9.7,-0.1
4260,2021-09-03T14:19:11.409,35.7464,129.2908,7.8,0
4261,2021-09-03T14:33:53.282,35.8121,129.4379,14.1,0.5
4262,2021-09-03T16:25:44.945,35.7472,129.3016,10.1,-0.2
4263,2021-09-03T16:28:04.250,35.8478,129.0814,7.4,-0.7
4264,2021-09-03T20:23:19.169,35.7284,129.365,10.4,0
4265,2021-09-03T22:12:57.557,35.9432,128.8746,11.7,0.3
4266,2021-09-04T00:45:48.190,35.7478,129.2921,8.2,0
4267,2021-09-04T02:21:19.510,35.7292,129.3994,7.3,0
4268,2021-09-04T17:04:55.229,35.507,129.3231,13.2,-0.2
4269,2021-09-05T02:38:42.818,35.8128,129.4414,15.2,0.3
4270,2021-09-05T04:01:39.431,35.8104,129.4348,14.2,2.1
4271,2021-09-05T05:17:49.142,35.8106,129.4342,14,0.7
4272,2021-09-05T07:37:09.806,35.8111,129.4435,14.9,0.5
4273,2021-09-05T07:37:37.745,35.8127,129.4419,15,0.6
4274,2021-09-05T07:47:45.725,35.8026,129.4698,17.3,0
4275,2021-09-05T09:35:16.634,35.8139,129.4423,15.3,0.1
4276,2021-09-05T11:18:39.374,35.9622,129.2111,3.6,-0.4
4277,2021-09-05T13:28:18.061,36.1501,129.5284,17.2,0.3
4278,2021-09-05T14:03:52.501,35.8105,129.4439,14.9,0.4
4279,2021-09-05T14:21:33.885,35.812,129.4426,14.7,0.2
4280,2021-09-05T16:38:58.499,35.7208,129.4236,13.7,0
4281,2021-09-05T16:53:29.653,35.7287,129.1682,12.6,-0.3
4282,2021-09-05T20:43:23.189,35.8154,129.4627,17.7,0.2
4283,2021-09-05T20:50:31.824,35.817,129.4603,17.7,0.1
4284,2021-09-05T21:39:00.932,35.8102,129.4466,14.9,0.1
4285,2021-09-05T21:53:38.269,35.81,129.4653,18,0.2
4286,2021-09-06T01:48:13.931,35.8132,129.4442,15,0.5
4287,2021-09-06T07:45:25.056,35.8138,129.4417,15.1,0.4
4288,2021-09-06T07:52:32.746,35.8139,129.4486,15.8,0.2
4289,2021-09-06T09:42:30.748,35.8101,129.4353,14.1,1.7
4290,2021-09-06T10:52:44.380,35.7199,128.541,15.8,0.7
4291,2021-09-06T14:11:51.717,35.7436,129.2955,8.6,0
4292,2021-09-06T23:43:22.497,35.7504,129.4065,12.3,-0.1
4293,2021-09-06T23:56:25.389,35.8108,129.4417,14.8,0.9
4294,2021-09-07T00:50:52.249,35.8082,129.4471,15,0.1
4295,2021-09-07T10:31:59.921,35.5268,129.9487,14.9,1
4296,2021-09-07T12:15:07.707,35.8086,129.4427,14.6,0.3
4297,2021-09-07T12:33:03.838,35.7595,129.1897,13.7,1.7
4298,2021-09-07T14:29:20.861,35.8134,129.4333,13.9,0.4
4299,2021-09-07T17:11:24.382,35.8105,129.4349,14.2,1.1
4300,2021-09-07T21:25:34.605,35.9451,129.1864,4,-0.2
4301,2021-09-08T11:46:50.369,35.7951,129.374,14.3,0.2
4302,2021-09-08T13:42:21.849,35.7291,129.35,9.5,0.1
4303,2021-09-08T17:25:20.866,35.5829,129.3699,16.2,0
4304,2021-09-09T05:32:44.636,35.7851,129.1962,12.6,0.4
4305,2021-09-09T10:54:26.885,35.812,129.443,15.1,-0.1
4306,2021-09-09T13:06:54.899,35.815,129.4427,15.4,-0.1
4307,2021-09-09T16:47:38.316,35.9219,129.5869,18.9,0.8
4308,2021-09-09T20:00:53.437,35.8145,129.4438,15.4,0.1
4309,2021-09-09T21:42:00.762,35.7599,129.1935,13.5,0.1
4310,2021-09-10T00:07:29.495,35.9399,128.8834,10.6,0.5
4311,2021-09-10T03:13:03.778,35.8087,129.4481,15.2,0
4312,2021-09-10T06:32:48.652,35.7583,129.3856,12.8,0.2
4313,2021-09-10T13:54:08.250,35.8121,129.4413,14.8,0.4
4314,2021-09-10T15:46:14.642,35.4605,129.7203,17.6,1.1
4315,2021-09-10T15:59:12.317,35.2693,129.667,18.2,0.7
4316,2021-09-10T16:57:36.080,35.7638,129.1917,14.6,0.1
4317,2021-09-10T17:51:10.627,35.9163,129.587,17.4,0.1
4318,2021-09-11T02:59:17.360,35.8096,129.4377,14.3,1.3
4319,2021-09-11T10:02:28.397,35.7667,129.1709,14.7,-0.2
4320,2021-09-11T11:26:20.510,35.8125,129.443,14.7,0
4321,2021-09-11T16:19:05.794,35.8239,129.4511,11.5,-0.4
4322,2021-09-11T16:52:49.984,35.8141,129.4519,16.4,-0.1
4323,2021-09-11T17:04:46.612,35.535,128.55,11.1,2.2
