event_idx,event_time,lat,lon,depth,x,y,z,ex,ey,ez,nccp,nccs,nctp,ncts,cid,is_dtcc,n_used,ml_ufraw_reloc,ml_ufcorr_reloc,ml_ufcorr_old,dml
174,2011-06-11 15:05:28.559999+00:00,35.772144,129.354688,14.469,-2278.5,2008.2,3142.2,0.1,0.2,0.2,1,8,512,509,1,True,5.0,0.5502341720349118,0.40531883672381186,0.4261051141521301,-0.020786277428318234
177,2011-06-22 03:11:21.670000+00:00,35.799683,129.31792,11.249,-5602.5,5063.7,-77.7,0.4,0.5,0.4,0,0,233,194,1,False,2.0,0.5261847820223853,0.4105722859070058,0.4325071836262742,-0.02193489771926843
187,2011-08-02 13:23:43.570000+00:00,35.777551,129.3823,12.451,218.6,2608.2,1125.0,0.3,0.5,0.4,0,0,447,468,1,False,2.0,-0.06499572408730225,-0.18060822020268177,-0.1500931958474032,-0.030515024355278586
188,2011-08-04 00:56:46.560000+00:00,35.770919,129.366488,11.617,-1211.4,1872.3,291.1,0.4,0.7,0.5,0,0,462,452,1,False,1.0,0.5506258964951825,0.2845211309566509,0.3062133668680717,-0.021692235911420832
190,2011-08-22 15:24:55.759999+00:00,35.749825,129.304435,10.74,-6823.9,-468.2,-586.0,0.2,0.2,0.2,3,5,315,376,1,True,1.0,0.039156764997394955,-0.22694800054113662,-0.2036521134536822,-0.02329588708745442
191,2011-08-23 11:59:06.570000+00:00,35.710079,129.309237,9.312,-6391.2,-4878.2,-2014.2,0.2,0.7,0.4,0,0,191,172,1,False,5.0,0.6071090935388783,0.7780216222225382,0.7622721545165143,0.015749467706023923
193,2011-08-25 05:17:10.310000+00:00,35.707491,129.399951,11.433,1815.6,-5165.3,106.5,1.0,1.7,0.6,0,0,440,419,1,False,2.0,0.8414489373804462,0.7258364412650667,0.723149754996165,0.0026866862689017834
196,2011-09-06 09:53:39.700000+00:00,35.795618,129.401221,14.177,1929.4,4612.7,2850.7,0.4,0.4,0.5,0,0,708,741,1,False,5.0,0.9138365853275621,0.9254255128173285,0.9809322634070236,-0.05550675058969501
200,2011-09-11 17:57:55.939999+00:00,35.72297,129.353215,10.156,-2412.4,-3447.9,-1170.3,0.7,1.4,0.6,0,0,632,633,1,False,3.0,0.3006278484496616,0.33550762175743387,0.3319351642469503,0.003572457510483573
201,2011-09-13 12:10:40.929999+00:00,35.750016,129.303947,10.663,-6868.0,-447.0,-663.8,0.2,0.2,0.2,3,5,422,440,1,True,4.0,0.2575189616612401,0.254490051318191,0.2427352900692083,0.011754761248982726
209,2011-10-29 05:25:17.839999+00:00,35.76641,129.371444,12.37,-763.2,1372.0,1043.6,0.4,0.5,0.5,0,0,608,608,1,False,5.0,2.153915383626603,2.1647311431095435,2.203723062396208,-0.038991919286664345
210,2011-10-30 08:45:31.640000+00:00,35.735937,129.362931,9.926,-1533.3,-2009.1,-1400.1,0.3,0.8,0.3,0,0,705,706,1,False,2.0,0.38771015073140225,0.27209765461602275,0.2552323581667686,0.016865296449254163
211,2011-11-02 10:00:03.859999+00:00,35.706519,129.294222,16.858,-7749.7,-5273.2,5532.0,0.3,0.5,0.1,0,0,33,28,1,False,3.0,0.21933081332033844,0.25421058662811097,0.2525062251917324,0.0017043614363785875
212,2011-11-07 18:56:15.300000+00:00,35.772636,129.42111,14.316,3728.3,2062.8,2990.1,1.6,1.6,1.7,0,0,610,624,1,False,4.0,0.6981910933392634,0.7075430835053153,0.7459696386245873,-0.038426555119272066
214,2011-11-13 06:32:13.179999+00:00,35.797021,129.32216,9.95,-5219.2,4768.5,-1376.5,0.4,0.4,0.4,0,0,255,228,1,False,4.0,0.6229401286471605,0.6427542067570828,0.6391129341836107,0.003641272573472132
215,2011-11-19 16:44:12.689999+00:00,35.75682,129.375521,11.337,-394.5,307.9,10.3,0.2,0.4,0.2,3,9,568,525,1,True,3.0,0.7074099831191119,0.7422897564268841,0.7498614000144281,-0.00757164358754403
220,2011-12-01 15:59:50.770000+00:00,35.725879,129.365739,10.182,-1279.4,-3125.1,-1144.3,0.2,0.2,0.2,32,20,545,549,1,True,3.0,0.43457918079511093,0.46945895410288346,0.4793265747227834,-0.00986762061989993
223,2011-12-07 17:58:05.980000+00:00,35.865446,129.388322,15.802,762.7,12360.5,4475.5,0.4,0.3,0.4,0,0,20,35,1,False,4.0,0.564141139145215,0.5511499787571738,0.576931617585669,-0.025781638828495268
224,2011-12-19 10:33:15.269999+00:00,35.730151,129.353174,9.632,-2416.0,-2651.1,-1694.6,0.3,0.3,0.3,0,4,810,819,1,True,4.0,0.6119849811577587,0.6787558993613265,0.7131569119289903,-0.03440101256766381
